Mass,Radius,Surface Gravity,Surface Temp,Stellar Temp,Stellar Flux,Metallicity [Fe/H],Semi-major Axis,Eccentricity,Rotation Period,Distance,Transit Duration,ESI,Habitability
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.0253711096336409
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.929478394470898
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.891516397906462
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.114816932237702
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.242860908337877
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.87902305678024
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.398142183335528
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.159424724966446
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.779211889735312
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.265768028114058
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.837815519237944
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.579979974757846
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.288941813124636
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.561541194599651
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.981605592662981
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.622985183540176
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.523805988816543
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.640740380977982
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.780771460029566
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.13477859249286
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.0594630233093622
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.256289314592089
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.684539160329756
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.399517631667396
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.340369529216953
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.851802765630953
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.972385048620185
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.752499924874202
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.00705119777459884
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.0795580265124321
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.535060631460141
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.167778303136282
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.408091484588611
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.675284581733475
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.426524255807556
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.882295895498452
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.105837439549131
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.0439523260453639
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.25886668667205
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.22351528972027
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.108805160224891
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.416932024903893
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.15136580726377
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.872369901528884
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.474632074675108
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.0658577987751188
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.52500885801288
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.308744682672656
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.641433690417362
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.871613883520516
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.390377776284225
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.108580366706227
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.984696449295369
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0799274723465621
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.57059632456966
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.584947770985094
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.0985615656887273
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.380477683663942
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.046503991589267
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.515456264617805
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.250897279721709
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.836900463640263
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.833218860540256
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.597627679376833
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.469024451635732
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.322175211131233
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.699381692887791
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.437365144703942
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.914173532799433
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.828461220884128
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.144708154021404
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.442792366986374
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.241915126879914
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.48841313929054
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.0665437156464395
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.000425413828458177
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.358128732826448
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.632562158913283
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.172032587789378
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.00355758080686819
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.126646673439863
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.868603374070737
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.163071596607343
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.90000385961035
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.804673355671001
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.471898859375668
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.989584004243763
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.912925264152782
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.690121446217793
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.368645560987241
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.274559156346057
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.585328035486856
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.985915522522369
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.894683090372552
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.601893902519788
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.0929165452775719
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.745524700727349
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.839849527518989
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.969971290627379
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.574027241517075
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.770028574269212
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.302444333588242
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.363791019838761
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0398296936623338
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.782229605533952
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.571092156013335
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.420248696308664
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.514326010630187
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.676338296492891
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.792958699430738
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.0437913926813762
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.859493608890496
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.398943286969611
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0805737926174516
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.723992141266639
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.834547459726368
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.658224665973603
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.16209143634973
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.640310224153498
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.458625618749202
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.0164931071738309
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.579276613338401
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.142573636610457
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,4.34879388867548E-05
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.500548819242432
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.731145983386612
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.049562484813361
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.125255045516849
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.139820358418179
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.731002097466648
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.43325373732608
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.593771823695513
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.827252737716
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.526521047508058
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.369317831537506
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.360614982807433
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.127899855327291
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.349036502213755
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.284199530219282
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.753590958348233
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.403452529112828
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.386234768852768
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.993780134502951
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.975124833118959
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.172540846617695
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.67413309997145
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.111857709810115
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.940982848177112
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.257718691109018
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.730975795363313
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.718810010914716
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.124843817631015
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.191619772143145
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0215033964657261
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.242749468247197
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.682750424668047
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.00419886251626711
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.934983989373569
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.388669232933085
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.542142478626864
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.878488125356139
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.714082890533534
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.0975168230908611
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.552710880499442
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.282854967414353
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.877912726236088
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.212077806256858
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.270311904762191
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.474828943290281
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.0803424628396707
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.633536677166858
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.99961548933653
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.723454645407463
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.870948155872724
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.0487857322758398
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.448189013953517
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.00454551839710182
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.363548342756138
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.755309688420772
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.573136207579565
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.380517053770541
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.4776233225225
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.133248906916873
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.448655687140607
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.317301878761227
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.734085232283856
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.254639793962033
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.87727228634448
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.44999742508316
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.160726091090803
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.170893554020428
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.369037665327606
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.657825184198496
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.394066427214253
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.851072610020434
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.357336644557174
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.215651275004182
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.928399515492389
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.507689644058578
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.364874213360911
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.697117419330601
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.123956734551581
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.653211696754868
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.215546245703121
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.370118863452244
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.0472656160758018
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.349782352832162
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.0943792015859271
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.166256635683844
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.0343761257071882
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.885470399336607
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.819456396001676
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.0408591588576932
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.807296796106902
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.610237656005481
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.880510768142486
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.463641802230431
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.303407162301393
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.388252043722298
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.649857196645047
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.999051083981454
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.568476393372617
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.122518617676698
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0268931710094316
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.414276693050707
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.401575057238862
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.744151210606141
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.579939132260132
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.658040131943023
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.266158789144972
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.386055054831912
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.338738651062731
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.63817607538042
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.526928494116269
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.455092241324775
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.259832741674117
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.598232489181488
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.382099264548535
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.15037475001694
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.533209380831702
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.514981397890798
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.86901567768818
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.380117244223788
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.845659865771647
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.26575827154226
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.890045839284103
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.481055780266312
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.193128543271614
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.849132746328383
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.784848217464926
